Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
D.R. of the Congo,236.994177899329,257.80056307306,276.983823231776,343.737821337099,408.124822250355,423.979680290537,389.343131690159,485.731849862649,668.377278433122,632.403649647785,585.467284270423,502.69244768494,486.5103671914,399.673653492307,232.55221492786,240.660594207108,269.43906421241,222.588454393784,246.748822367598,399.013994009311,409.793617928793,374.095934441724,331.628624161477,417.525805388405,215.95725782707,201.346699360162,202.123462518907,204.630131053538,208.323400341428,179.207170311668,165.216552956685,160.232365993212,162.475331271341,161.580422809408,180.664968491223,203.562925256676,238.41695083706,267.88912678976,307.320512713736,280.798276366383,314.538957671846,364.713814421314,400.060541170332,431.191823632518,458.004701062796,467.914234284784,480.457775679255,432.257644524906,523.567327420983,509.100941930224,472.003892454099,533.034783150737,606.786509239869,655.434799030557
Denmark,3464.51773958696,3845.6289964339,4653.98290477753,6117.01989152368,6763.41684976743,7987.37636894221,8772.94187357469,9769.29846012467,11817.3515717046,13757.1873931018,13821.9099636411,12000.1329785865,11739.9685148712,11796.187839278,11516.2138000372,12212.3456410625,17136.1320187363,21295.1763892275,22523.9511162623,21881.7107234748,26885.4306844467,27002.7354401969,29579.3451775543,27581.5096586484,29968.0005511498,35321.3959735065,35622.2024704516,32779.8088060717,33346.0853954073,33425.9773596254,30721.6156691544,30768.1544782751,33256.9293649524,40518.9157457681,46624.7403132623,48924.615686614,52117.9500647563,58629.8334127859,64614.5930286725,58412.2855120145,58102.6593618967,61806.6645251334,58440.168951893,61373.210985906,62516.9171774256,53091.9769244788,54499.1087729346,57519.6757426649,61322.7766173762,59402.2639170132,60984.1708662428,69727.4754301682,68092.8532986414,68440.2509131271
Djibouti,491.576394598261,519.888867076698,583.309597174227,678.905031450059,791.671383967928,806.86106034618,876.12276277286,855.247163957128,852.626600538117,866.988660503586,924.406691343818,931.952051057394,936.270146025701,913.511575085184,888.56214926082,882.594631213816,901.371978905337,877.369780351175,878.987563871207,836.680607253174,788.410642417579,738.836082714078,769.302999543188,784.969541477524,815.173144506103,805.010770501885,765.747519673119,731.084860466528,711.732477915984,725.02035390762,731.107308738587,738.430973782974,741.631450608727,766.092823221146,803.647846257173,844.4483573908,898.195046009703,969.573220191902,1093.4996037346,1200.08580830853,1336.89907806864,1532.63633292874,1763.84296787041,2074.2966895635,2210.19322138978,2376.1237135359,2510.42866173002,2618.95671946923,2718.08416228675,2837.17021935869,2878.30697522633,3019.53162011029,3231.79499249191,3468.9693073099
Dominica,334.42529152606,370.362411255322,395.129756752382,450.526638355168,563.854763323749,590.164208058993,571.94614127336,633.567302075437,785.567757956515,754.101872538255,996.178368481093,1124.97475416391,1231.64657062962,1363.45839379074,1514.87114959969,1665.54126606535,1892.87963144502,2138.32660364066,2423.34306887899,2639.04661293226,2892.98159664541,3171.36577815405,3376.26050139573,3536.15609185727,3805.20278759984,3951.72267086358,4210.99532034556,4372.19712966838,4664.24268142919,4817.18105502046,4867.39896323759,4981.89584851956,4873.64220013013,5009.57393166758,5348.94900144212,5299.49596350504,5671.77065738238,6120.44205374343,6654.49921411812,7102.02825967231,7171.5523885901,7255.67210585964,7031.39987118111,7147.61954093518,7392.14481985147,7679.83293618857,8278.44768597003,7601.90376080355,8137.56520624242,9009.09011545429,7497.29647662254,8262.65091316727,9089.88628289499,9786.05277958758
Dominican Republic,422.593860372924,460.991988074402,534.674683348657,613.633042146377,745.092767919309,892.50982062693,954.62208023647,1080.02015857207,1086.80497907422,1231.15666376521,1448.47455694532,1549.73939181153,1659.28240848559,1755.58088526638,2060.68422754505,873.65787080697,1034.80722559756,947.363552154501,846.746726143147,1195.08173414249,1331.58962162122,1364.21610909895,1570.23630852555,1733.72928208199,1899.40470506054,2109.16940682393,2270.86555014107,2448.89392651801,2607.85460043182,2620.88969699272,2831.45889267429,2935.89375730292,3065.60334930114,2383.26174905165,2451.69164125934,3878.31204452196,4055.14267895693,4649.64564811238,5026.84091717381,4977.79890729175,5484.64639916308,5834.70592747518,6025.72585104893,6149.02742673924,6512.50777122116,6819.93224043691,7174.82350518595,7499.6928309921,7934.98143507279,8164.22075633142,7162.29171010694,8472.47986933998,10109.5249281751,10717.6276712141
Ecuador,454.658315878433,424.284549243445,473.465141244478,580.200988897258,935.272436960628,1082.87003549046,1235.4485636489,1468.77768762607,1526.13713651735,1806.73327224288,2235.37364914999,2636.90124587005,2329.47600570785,1952.00609303837,1867.05911624103,1858.43432350061,1569.42475485539,1372.25940339227,1223.83699597475,1293.45493139327,1427.33388993527,1535.88694262398,1591.0619115348,1643.73630081169,1944.88798171541,2061.86940372101,2099.48696201406,2290.12834682902,2219.56530642263,1525.43212698148,1381.54307542962,1791.30360258204,2059.15860002594,2315.62213271219,2586.20918837147,2909.02615056605,3243.67012411002,3478.92497592083,4194.75744363612,4053.36323969439,4520.30960678053,5153.69163193263,5634.08391527873,6109.29036153816,6405.79975315439,5976.15962535868,5917.63769253928,6233.32243091225,6303.91886658338,6205.05765246766,5463.64515348598,6075.80260070237,6540.99824522101,6609.80412559831
Egypt,235.178377658371,243.534325453388,254.478781591591,258.460945002219,298.499228427101,326.109837125182,376.281221182919,469.598261445463,561.088894656643,364.689827002892,457.766108098133,354.960954353263,402.981069800939,426.566860346768,470.639664884718,498.581960400392,517.739341085646,534.034288782608,566.679003313229,602.379174473001,641.935133009259,653.016310809582,744.771533793726,804.568355625814,879.325824184857,1001.60563935573,1103.43902682294,1192.01639533948,1245.95644757969,1285.02363530072,1309.24117227479,1215.29638322284,1134.87289525067,951.484389577065,996.35068931371,1164.6751229688,1302.79297567016,1568.23999468326,1919.80899734908,2148.03343527306,2406.27605261584,2536.96945678993,2968.36966595252,2840.36890290958,3085.75067989322,3190.2915707712,2658.82594402095,1982.61518988955,2485.08208282226,3102.46155599785,3571.45357032058,3838.47882433518,3634.46324126971,2895.07448610551
El Salvador,253.460779503685,260.27789956309,270.969765495226,306.022463045331,353.99728389737,393.071720339215,490.173634007947,602.662774315223,633.140666582615,694.813792912578,710.327497333925,684.265418602682,701.546123431225,780.020118252943,878.736234429199,1058.96629726075,737.648462406332,821.785310816561,952.485551787365,1099.94346778879,892.18271519703,955.826888686,1040.78164565404,1180.26853419558,1343.92906057949,1548.37630574522,1651.31016146319,1748.92111628932,1859.73086074792,1908.08044674411,1982.87093021025,2058.04459070452,2115.41186871214,2207.83089001282,2285.68907722005,2447.39164490079,2665.6174693481,2830.65707980799,2983.2476726557,2910.18585782832,3040.07341096254,3330.60109600342,3497.91306277831,3582.26727415396,3666.01287791327,3790.34055794644,3901.34014965811,4020.12671373919,4183.54681037531,4320.11619560428,3997.19317532772,4642.6081238125,5093.51801620268,5391.06850424051
Equatorial Guinea,65.3745073670621,64.7474082360554,67.3124167702274,87.6630047808703,95.5166029003444,121.146803488909,128.925238405335,145.02659608517,164.378039561296,183.671712526905,192.815063391212,172.729330669653,192.915698291673,204.461064152263,193.218669728316,229.000117249581,276.594258206929,322.666557018164,340.163635938679,302.153741178183,357.880328333375,348.404692811305,396.38690889791,376.899161358005,300.140020898724,376.932398493936,573.213738764674,1059.54868486429,854.348561275241,1375.01671644689,2153.59892840495,2946.82207511554,3420.56784680537,4371.25850595738,6257.1005506234,8996.58400452891,10193.9469730388,12633.6398923965,18284.2717187743,13285.7631006182,13720.1607671556,17198.1814512136,17308.5557203837,16304.0397406596,15548.731916511,9068.9100326532,7453.20196141947,7809.1013552769,8102.47195632058,6804.14820675029,5764.05500356062,6945.63041086945,7477.93234983074,6558.37706571168
Eritrea,,,,,,,,,,,,,,,,,,,,,163.512337663078,200.030205238217,243.00367457239,272.146594382351,329.591290208937,315.892703666743,351.664940412047,367.608756572632,371.171300957098,358.689431073963,314.357395273915,325.409158656907,304.775751748151,348.950336976684,426.840946714629,412.753087834254,346.70520077563,371.818426581909,327.622709623857,449.005560389083,539.699512069686,688.68165957684,742.466479491485,636.864654598744,841.385649959296,648.258550337841,695.655397518724,604.367338742096,628.189520913787,611.647650755748,641.757851290618,660.248707990061,699.02765701477,655.629544687693
Estonia,,,,,,,,,,,,,,,,,,,,,3614.82108661633,3448.91393539008,2826.22837267114,2792.16072263666,2849.19812925331,3080.90589601197,3333.98509521759,3626.03098314673,4017.90114775486,4106.54482554391,4073.60104141253,4502.67651037089,5342.91933260291,7204.83685159722,8915.21259510434,10412.1275878848,12647.3345164589,16741.5348146389,18184.8285951127,14718.8298671634,14672.7427340739,17556.6168243662,17569.2764312535,19311.5303601796,20583.2461002786,17733.3587034446,18665.5366898407,20850.8734228659,23618.3505166356,24022.6260719454,23931.3479474191,27936.6179749129,28424.7848292974,30201.4087389042
Eswatini,350.672463765974,424.170586911578,453.478698384599,572.288956934107,688.193760654315,780.304731806574,774.011242710663,833.520964653067,903.360544549202,1036.20438778518,1351.24112270503,1443.36760145508,1297.82527963316,1333.87806155628,1055.72548119575,760.869002525378,924.93789461465,1176.16685786222,1311.52498018028,1294.09833293196,1437.82942115336,1465.13318228772,1563.09551541517,1536.56832231549,1637.72452889001,1959.59147140743,1812.09261892891,1914.39599798104,1739.97295592737,1678.84955384778,1668.97483494107,1467.52512667974,1351.86554851973,2060.18413857033,2581.20475975205,2945.36379900109,3035.06148853342,3180.86121628659,2999.82804816457,3239.7577400705,3992.95201509298,4312.34236171325,4347.99588646203,4068.66693537434,3892.44947307342,3551.95749840326,3319.70072512394,3803.17591456548,3994.06196931685,3809.95556322976,3338.76087266519,3801.41797538292,3701.55946599243,3716.78882708067
Ethiopia,,,,,,,,,,,,,,,,,,,,,235.409545603023,257.178724738813,197.281765737057,137.458930779263,128.526096812843,131.859371284949,138.4896645637,138.777410298079,121.941163061056,112.099854764837,119.122157303149,114.602566255798,107.363652343158,114.504179613137,130.599361593287,155.212169234881,185.658679420885,228.534643150285,299.36296146589,320.360837117815,290.608891616913,327.208303914915,440.616418299507,472.801847686647,535.656642944265,607.301412098121,676.151575078939,700.256681803055,711.941847449912,799.758035191907,812.515181054551,812.684342475875,948.777997838619,1241.31129937406
Ethiopia (Former),88.023669809865,90.689358205663,96.4071882753486,108.554951619232,118.959968278241,115.53453508493,122.43326728983,136.503446979915,142.780207742827,154.54482373205,163.420276298599,166.926459524681,165.425201627486,176.056119939489,202.682948055467,230.842351149109,234.176541768682,242.183076015945,226.420222508071,224.004400497281,232.465533147399,255.054257177214,198.814633725279,141.957834318548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,415.708942412023,456.887692143669,575.446689396109,762.186604207578,985.837455989672,1189.17686424082,1188.9554028925,1205.25331454127,1355.69798010884,1626.81571756889,1873.36297250018,1879.4316984921,1773.13659819135,1628.11105320088,1666.81395799827,1576.77675801173,1745.24271720442,1569.46684980277,1463.04686068442,1543.31429949509,1728.97356123382,1775.00575148012,1951.26038164596,2070.05226490137,2297.20068370609,2466.76425904385,2648.36223842295,2573.69353441358,2010.49731015414,2327.96208798552,1995.69724768227,1944.99073957096,2136.65793001375,2655.56138481338,3097.0026600867,3377.69951008233,3454.96441160869,3762.46629482077,3899.10412612042,3160.26257581314,3449.14512679413,4139.60324678012,4341.40380349063,4572.44475117094,5293.35578609428,5097.53153470949,5363.79041161139,5826.84728440585,6085.42040664991,5950.82836873916,4844.42145940926,4696.17026290435,5405.03010599865,5888.73668630855
Finland,2465.92062027077,2716.55185390388,3178.17113244974,4173.86244216393,5298.33424734314,6256.38964079806,6740.25772805273,7070.21808445521,7630.10540776517,9332.88429433343,11226.1780294343,10925.7669494182,10934.9425899831,10493.7278893108,10830.068593736,11393.9413166724,14946.1237121472,18565.0001162633,22043.0503746125,23967.2851496608,28366.8240806805,25486.3169319947,22319.7855460622,17587.4770987126,20277.0604360003,26244.8594519805,25756.6324012303,24680.8215482634,25999.5212633419,26180.1999874051,24335.9554187776,24965.3810456735,26989.6591265157,32920.4583073692,37768.3067961668,39049.9745887797,41214.183123981,48473.1156629215,53769.6952561608,47478.4829258277,46506.3092439128,51060.6180227586,47551.6740841369,49690.2745066609,50072.1991522938,42558.9010356283,43449.9437250241,46083.4948032064,49652.350220546,48356.840841733,48828.0753886931,53098.5793363417,50318.9927088347,52762.4674519601
Former Netherlands Antilles,1425.61028297037,1534.23206376587,1731.49781417643,1931.51538921811,2415.99554720094,2848.16970727033,3166.62412904674,3553.64932982457,4300.71248488008,5063.44693700354,5580.22693408861,6387.53903379561,6776.32695687697,6683.56746953692,6692.14892769263,6761.16020508858,8696.38100871263,9012.40272658451,9263.68204628466,10309.386251346,10774.1492544118,11194.9838158901,11662.6775948384,12437.8301816152,13431.8271848149,13939.3771463363,14695.7955976601,15283.9689664786,15592.1979700125,15644.7902505555,16202.3895576844,16520.9462520721,16589.3337440547,16847.1401839482,17100.8192808676,16647.1728132789,17386.8585533634,18236.953702657,19618.6745399802,19682.2811459685,20166.9281056131,20068.6256962381,20461.9931541269,,,,,,,,,,,
France,2825.02611473162,3128.53393709309,3806.69943031645,4913.35062078863,5267.17106136255,6606.98025050449,6794.6576641901,7464.99480475248,9166.35483750437,11062.8863372724,12565.4612824595,10955.8910512768,10333.0708555359,9831.81302347342,9276.34913065248,9613.72183666195,13364.6228483744,16091.2185259106,17454.3111301239,17448.947489372,21459.1059933742,21366.7310169153,23458.7666406441,22085.7769043597,23194.4065671723,26597.0866277075,26563.2357713799,23990.182729058,24678.6829404564,24380.829702172,22163.6818972298,22158.7554590783,23962.5931735598,29263.0750794329,33405.5824804544,34458.3766370345,36182.5812283203,41194.5261895204,45136.860436651,41421.0742005011,40394.280892774,43598.92953267,40547.691557673,42338.7415807694,42806.5114828884,36410.9734285525,36729.0205152028,38371.20893234,41082.91201994,40089.9359985015,38880.5349299016,43437.8222693991,40829.8695512594,44451.2871329067
French Polynesia,2305.22602029878,2604.00239451604,2770.78064977444,3543.87196219079,4420.90545189248,5327.98611093849,5857.26442387741,6115.78091467227,7496.00835002593,9019.09760416148,9958.27455161441,9023.58921741816,8789.60406086629,8856.37304574386,8897.86800434947,9481.9041041965,14114.4108196952,15204.1727944518,15045.4631039034,14841.3642159322,17509.721270299,17733.5623181805,18867.8132057347,17637.4783725448,17940.7640471594,19902.0445645865,18893.8816448782,17779.6020379489,18222.4256194572,17760.616167956,15671.2816296357,15142.5222100562,15941.4130790567,19606.2666878481,21760.1217840913,21984.1935334682,22330.8677317428,24888.1781528349,26592.0261924421,24434.2196385189,22494.8066775394,22831.5185801458,20846.545728951,21955.6328045387,22258.6320447806,19166.9594041405,19690.0776090697,20826.9312194162,21925.6160700754,21582.589244285,20746.2561901561,21982.9039887942,20738.6499562084,22759.0873095995
Gabon,687.877372055095,794.182391940398,877.572183113745,1443.31737502531,3019.10732417559,4126.46217776362,5623.96022872228,5126.19425477363,4254.47457925106,5261.19993783394,7244.03868935839,6365.93343735945,5804.86553880797,5296.60318480348,5410.31010344017,5414.91387996064,4987.07465686763,4749.38008347331,4628.81308367909,4844.48819168217,6139.35432220905,5949.06934867852,5994.41352247098,5642.27415355078,4260.85382661279,4913.74067395943,5501.18364477204,5037.59488569623,4138.32140587283,4154.6608877712,4461.46334439567,3960.13407324987,4035.89419617218,4754.24048963508,5527.69396084651,6547.87614390306,6847.00985822778,8003.54288899491,9688.6451875047,7290.58421370253,8356.7741649914,10219.1347755671,9296.97729306413,9197.66747378755,9201.31968138822,7047.15840076759,6677.04102186863,6921.80744780955,7624.28019860355,7441.17864493738,6605.82110420639,8181.39928869904,8409.23558828518,8071.40220969901
Gambia,305.517897280637,311.316930665742,393.640821485232,651.289481014924,827.873746760869,963.622773566099,859.27426358948,879.48375167029,1012.08011963646,1073.13486450018,1173.22180194058,1200.35128162927,1163.03508404498,1108.19638722409,1043.861168145,1266.1320320799,826.376252178379,887.394968613338,1068.20214672486,1065.20616902401,1115.05759246995,1042.99049257063,1036.18822322286,1055.92394819353,1010.91290880496,1033.18922825601,1083.21906320862,997.528652143829,1014.1656623382,956.372473756094,894.206684170802,764.157828846227,625.767709924072,513.070134584111,593.285340357292,616.483650149238,614.544307073562,724.726398349901,859.127670965046,774.888024266583,801.03338221223,710.608409366977,692.579364414344,653.862761233167,568.00476949958,619.536769057406,650.056109463923,642.522743017353,694.973562131312,738.187035183057,720.335067995285,795.381290133138,836.255528071549,890.0278395358
Georgia,,,,,,,,,,,,,,,,,,,,,1629.30922796268,1342.1528272074,774.111938366897,572.830810160015,538.093972805693,577.325788154967,669.602410832377,786.525123095392,830.626549765641,661.095747775946,743.218860750042,804.536080526944,865.411481283561,1027.74615257734,1329.41209119712,1675.09826157215,2038.69799180268,2697.2775945478,3415.25463121134,2890.20352758145,3189.67001567302,4000.15846932116,4400.46502859607,4598.8242668345,4736.78944515897,4015.18577186326,4072.90140614045,4343.17084863525,4718.317820108,4647.44087136733,4219.07226765529,4975.46527579285,6583.92920396239,8019.8515502746
Germany,2769.97216157237,3202.47487882317,3822.34946155712,5063.38034762789,5657.66050180939,6256.8207880723,6656.65352495923,7708.47565523407,9513.97374184667,11318.768539392,12179.158796766,10241.0606328664,9942.43181630323,9888.65519710948,9330.52742875485,9442.24979048493,13476.3533289628,16691.0735601327,17940.6896406828,17772.6624931576,22308.1586715102,23358.5979420323,26459.3850583364,25511.8903762612,27089.7308667005,31612.815474812,30471.0479195847,26930.197114522,27407.6068012044,27104.7979812159,24047.0249154939,23999.6125735015,25617.0790946301,30869.147054885,34745.0807453171,35265.1854875458,37285.6213428506,42855.0942630058,46957.8293191853,42994.8557894494,42906.2810540195,47303.1057373761,44464.3724336357,46989.2886775383,48734.2310702325,41711.3869865393,42747.4594941975,45281.7186510992,48603.5877364414,47358.1451022705,47114.7125859463,51952.7955399297,49515.794755298,53528.0732677604
Ghana,526.306546943938,558.857567087313,474.80075700835,430.829813261356,487.432820940405,453.064357587996,448.04115963844,472.564211295501,532.258093104768,545.030720998166,579.794684911911,595.509991668925,571.681249314299,550.153914577216,603.511256338349,640.306813851252,672.291341480355,705.615771420423,753.30287346746,742.329467709478,858.318338074019,941.022285986554,902.681915193922,763.290789446179,679.881405380662,788.201474863876,825.764154691896,801.481799718017,849.263419158566,854.936496572109,538.256409754517,559.034412945901,630.98563456259,760.248370212791,861.501298151984,1015.24722486638,1174.26457935685,1389.99506856389,1565.42576006098,1386.79523399404,1672.95190710663,1995.30775890753,2043.40974619493,2294.025644929,1953.64516320275,1721.6997898326,1913.18687464865,2012.97012421666,2196.61287748808,2186.1894068269,2196.54776227223,2445.50081818728,2240.2794510113,2260.28734447116
Greece,1480.49823987422,1636.73948238356,1880.6657772383,2476.73199545436,2798.35154654407,3120.86726643065,3354.57973768295,3842.89633956741,4647.46585415552,5639.9020062392,5806.65441041985,5291.57588439812,5473.49196261022,4916.8575651918,4745.43122206287,4697.72763238687,5510.5885459839,6387.29363399954,7388.9397081555,7639.49513373943,9409.90655082814,10059.6561873087,11062.1727095444,10304.5647435719,10986.2895702035,12831.9500773875,13481.4102204703,13062.9129288017,13078.131640593,13371.1946353884,11775.9893836514,12178.2235074593,13797.0493963991,18036.4549041153,21464.4908522024,22066.1413831323,24425.4629185724,28447.8072349641,31698.6058470735,29422.6705547387,26645.073013765,25495.7293284561,21617.9125525246,21568.7637921272,21473.2412524567,17980.6965904878,17920.0192404806,18633.9786174739,19877.1758767894,19340.7827576178,17885.445913199,20634.4858633856,21020.983132198,23772.3831198916
Greenland,1670.91388835722,2081.42194930603,2453.39325144565,3192.22459671324,3818.83536222856,4693.3412581558,5305.65158963569,6199.40103473674,7819.06681415392,9233.49718874734,10381.0940065384,9388.50200759029,8565.16781455579,8751.44632950793,7879.71715502034,8478.9220784619,12262.0051334816,15855.6606061707,17918.9093712212,18367.288014774,20016.0062286436,19934.7364316028,20343.0478037539,18171.6708957144,19716.3531865149,23658.442291896,23368.0746704854,20884.5068743493,22377.7546744515,22029.4004108387,20763.3568100271,21040.5103761977,22575.233853434,27461.8090627215,32025.9347820218,32481.1702961178,35390.3067113217,39621.9112490223,44106.0411238486,44760.6960216814,44214.6322021594,47233.3745281193,45962.849958519,47510.2567577691,50594.8743551961,44610.2905246702,48289.1750239226,50857.1895979746,54495.5282197852,53443.2305987221,54972.9771225984,57740.0378622466,52261.4542613452,54374.482808103
Grenada,194.157955071901,245.202378800657,327.227170536645,403.447580063716,418.047195197284,516.152822259645,519.552231955386,585.69377493597,728.899757137336,850.995617148199,932.336681389337,1005.35325611836,1106.77204502851,1162.22662619227,1256.05390223414,1412.84430386625,1579.65199572959,1816.93918278962,1991.56745843374,2163.20306979834,2362.06657381192,2455.46452189691,2482.2950116905,2460.61757455919,2563.20453430607,2678.72670454201,2852.75995761691,3050.80946607192,3329.47332913383,3559.67797034247,4839.82880051786,4819.51016737611,4984.4750842869,5427.9647929771,5480.26049887506,6336.8725314886,6344.03232396604,6864.56257745232,7448.21975344266,6932.58469608084,6909.58761586313,6947.38454654835,7092.72669441776,7424.8160158008,7986.33593525885,8694.13607484145,9221.23525740628,9751.4334678933,10083.021279225,10462.7929159533,8968.55890108484,9622.40918168614,10474.2652893842,11246.3451228921
Guatemala,309.513609498374,314.41151951168,324.449906939021,386.533615413568,463.732536043678,521.92559245931,611.554973589983,751.103702921606,811.673876006103,900.17611010799,1001.82808512446,1067.29233711906,1056.31016283131,1070.09742207774,1088.83699864074,1249.54419032693,918.21998883715,749.154564662023,806.451798972521,840.824942343554,743.701020873234,889.964528676706,961.955630146584,1022.68269241945,1134.09741561959,1246.79846409204,1308.33689992545,1437.08864458337,1527.54656115854,1406.86795443251,1446.68526353112,1537.75249722779,1669.54927494375,1722.01981175461,1841.51017321082,2046.15977928679,2225.65576624315,2459.0989978617,2763.8837340388,2612.26787892586,2805.64220726794,3170.4973398896,3286.2774731602,3444.15982255443,3689.14455910854,3893.50522076332,4060.13750557022,4324.9962287362,4352.94675925863,4511.99735595551,4477.61761823278,4913.94691718613,5358.08981105494,5762.84075445846
Guinea,178.935753932919,194.563010331513,204.113235033434,215.03184343886,242.692113561884,268.500399665353,300.991648629677,304.204675559324,342.261389257428,360.168324222478,395.882830016943,427.857574978697,453.270420289644,467.164741198135,480.023378892445,507.890157527126,521.219144721846,537.774463129821,576.58306941011,573.059582055364,607.022674337218,616.148800030124,642.975484996499,620.442532347753,630.871596524741,696.409498285846,708.40087457396,677.633840629526,607.043677302864,574.875506412305,506.527860499299,477.18688508683,470.315687845457,537.242060755813,554.811550186791,439.453336201151,446.980491987641,650.148503861595,703.532750916721,662.185833450309,659.235393774549,636.694966768934,699.353433704453,748.45505412423,765.147022192739,747.3570239459,711.996538926134,833.598621670113,933.273615607786,1031.3450465958,1053.66097691574,1186.38923237333,1390.38762474544,1597.04247349325
Guinea-Bissau,480.612155410324,475.146417962091,555.82882825967,677.746402559707,719.831133782633,779.971720059148,658.399262036292,529.67422284434,573.233395161946,605.709410670193,565.441454525163,606.431342831234,488.718553164286,482.864297013689,519.481385126909,462.628593736634,505.896215355602,538.969210980336,501.666043902085,593.513669647888,625.672817862483,652.191776329062,667.751405739312,676.428997022088,689.658731741486,714.137133020431,468.56607113063,353.851916814775,316.380955417968,335.490574294439,294.461460309356,301.624859199927,318.142602188434,362.039831184068,394.248282445156,424.895389012701,418.543350663432,480.301521872921,583.416077554851,543.853568452155,542.586342051515,683.933881930669,599.043293363832,616.806758839547,605.882711075714,586.764638849041,643.598829554195,719.299532638413,742.63720016425,693.872306549377,693.683626592418,767.921863452506,749.23538813871,855.147149861085
Guyana,607.738148706028,634.732703455722,634.508207101388,668.658459688367,926.423323067447,1078.97602077947,944.560207912189,927.110996789286,1036.79925965456,1076.85349136351,1217.84857949533,1166.20844648644,989.614370049064,996.827462351211,914.003163940488,954.814541816245,1078.80191644006,718.132152512108,868.447393910194,803.526537368767,842.647731143529,743.122948396063,795.02997103068,988.068468350199,1150.55760291751,1307.22502553851,1479.37064250857,1567.28046151261,1498.51469135567,1449.27278277985,1485.94741528229,1611.89319252486,1785.18109784533,1983.58005198246,2283.91066547129,2599.8361909521,3135.60553006876,3608.28390401998,4008.96481615734,4209.13059353469,4581.76216318471,4947.2222765619,5444.39751025867,5556.9123205876,5472.68821335858,5640.41560569466,5870.87823759835,6178.6650437298,6048.38698151032,6405.82443444562,6779.17924266696,9864.72833647508,17913.4910145821,20188.5938916641
Haiti,94.7623381917316,101.867041604283,102.483502466898,126.166367522698,149.911954477547,177.221574137156,224.248512411353,236.98663076334,239.140821062973,260.2017168465,326.86587240683,328.135054038346,335.006018397905,361.816929558966,396.85958393416,430.449365371091,469.827832236299,403.056271075044,414.588009416028,443.587962732679,513.038354608348,507.456503605833,365.792131339379,320.141243930671,385.427617587452,500.485969007292,564.695543462348,631.053069693833,748.834454072389,834.600754872173,766.161211876608,737.343367203027,669.320050524569,557.315086289354,708.121236109297,770.266652413703,824.545557447615,1008.40077855854,1061.27440499767,1170.70723086397,1225.29699572579,1304.50532209712,1349.33584879749,1451.9127587032,1441.06604740922,1349.813279224,1254.80565482697,1411.39630437123,1434.94544641751,1266.55993777363,1471.716781496,1674.23564091908,1630.03417763459,1704.95294098704
Honduras,299.687017225639,307.651204995773,327.838005727041,361.485789548053,398.132155457335,419.924336111917,488.136773981266,586.023214036141,656.651398117738,743.021550459048,821.320340510086,875.538628077937,874.987090171388,900.113390698877,942.776938700192,1004.2864649616,1021.26133870425,1082.36252318704,1172.16164235567,1273.10342012682,730.307666913498,714.438766381223,773.867571309851,771.224362620568,733.930393073386,823.129477233766,824.520519503708,926.610920402668,1006.99382902024,1011.03230565765,1092.56499263678,1132.16866925554,1132.49830362907,1156.08164902136,1215.13995412761,1304.69757442716,1425.85054013647,1577.73856747042,1732.48993627329,1781.15380510726,1893.32722662035,2073.66248532409,2126.03185824008,2081.13173443043,2179.88431383519,2271.20167319314,2307.34510932427,2413.00766210348,2464.64281357584,2502.32745197021,2307.61498850984,2735.14747811035,3003.29000148935,3231.65726778041
Hungary,619.371570906949,672.204125734807,786.114754920662,970.38996965316,1058.85545974487,1200.30783896342,1383.28442594345,1537.69791586341,1791.42803348974,2062.94347451497,2382.63369811354,2447.0349841123,2497.47403838995,2273.62251098797,2212.42536480136,2248.25065886566,2598.62358952906,2865.83475232585,3079.05164953097,3132.44874018828,3582.67001852776,3359.65862507736,3746.55463925883,3886.95412265041,4186.87155926146,4513.38219151848,4545.98224081906,4611.38326571338,4758.65849673534,4810.29146643254,4639.17335717079,5291.75165071706,6670.66794928561,8427.2226321231,10313.0578433721,11235.9965183693,11502.9618986037,13964.7355343462,15796.5112782971,13078.9439840288,13217.4598846419,14247.252544857,12955.0422245515,13716.3826383041,14309.1308177016,12729.0823037832,13147.4583504027,14647.5474576595,16490.5047836045,16881.3552799452,16254.0834586169,18878.6606331729,18336.9010447151,21954.0080291434
